,winner,loser,match score
3490,Viktor Troicki,Dominic Thiem,63 36 765 
3491,Grigor Dimitrov,Ryan Harrison,36 63 766 
3492,Albert Ramos-Vinolas,Pablo Carreno Busta,75 75 
3493,Gilles Simon,David Goffin,764 63 
3494,Sam Querrey,Frances Tiafoe,63 767 
3495,Jan-Lennard Struff,Kevin Anderson,765 762 
3496,John Isner,Stefanos Tsitsipas,762 769 
3497,Fabio Fognini,Lucas Pouille,767 63 
3498,Juan Martin del Potro,Andrey Rublev,63 64 
3499,Alexandr Dolgopolov,Feliciano Lopez,764 16 64 
3500,Richard Gasquet,Hyeon Chung,36 64 63 
3501,Steve Johnson,Di Wu,62 61 
3502,Hyeon Chung,Roberto Bautista Agut,64 63 
3503,Sam Querrey,Yuichi Sugita,63 62 
3504,Kevin Anderson,Adrian Mannarino,63 61 
3505,John Isner,Dusan Lajovic,46 765 766 
3506,Steve Johnson,Nick Kyrgios,765 (RET)
3507,Alexandr Dolgopolov,Jack Sock,46 61 21 (RET)
3508,Lucas Pouille,Daniil Medvedev,64 62 
3509,Juan Martin del Potro,Nikoloz Basilashvili,62 36 64 
3510,Aljaz Bedene,Paolo Lorenzi,61 64 
3511,Jared Donaldson,Pablo Cuevas,677 64 64 
3512,Kyle Edmund,Jiri Vesely,63 62 
3513,Fabio Fognini,Fernando Verdasco,26 64 62 
3514,Richard Gasquet,Robin Haase,6711 75 62 
3515,Ryan Harrison,Ze Zhang,62 63 
3516,Feliciano Lopez,Ivo Karlovic,761 766 
3517,Albert Ramos-Vinolas,Joao Sousa,36 63 75 
3518,Andrey Rublev,Damir Dzumhur,61 46 61 
3519,Diego Schwartzman,Jordan Thompson,64 764 
3520,Gilles Simon,Yibing Wu,63 64 
3521,Jan-Lennard Struff,Mischa Zverev,36 65 (RET)
3522,Frances Tiafoe,Benoit Paire,64 64 
3523,Viktor Troicki,Denis Shapovalov,673 63 60 
3524,Stefanos Tsitsipas,Karen Khachanov,75 63 
3525,Di Wu,Jeremy Chardy,762 62 
3526,Alexandr Dolgopolov,Malek Jaziri,764 75 
3527,Frances Tiafoe,Leonardo Mayer,46 64 64 
3528,Dusan Lajovic,Donald Young,63 62 
3529,Nikoloz Basilashvili,Vasek Pospisil,767 26 63 
3530,Stefanos Tsitsipas,Yen-Hsun Lu,57 762 64 
3531,Jordan Thompson,Henri Laaksonen,62 63 
3532,Jeremy Chardy,Radu Albot,61 766 
3533,Alexandr Dolgopolov,Nicolas Jarry,761 63 
3534,Leonardo Mayer,Sergiy Stakhovsky,762 36 765 
3535,Henri Laaksonen,Borna Coric,768 64 
3536,Donald Young,Peter Polansky,61 64 
3537,Nikoloz Basilashvili,Fajing Sun,63 763 
3538,Yen-Hsun Lu,Rigele Te,75 63 
3539,Radu Albot,Florian Mayer,61 764 
3540,Stefanos Tsitsipas,Peter Gojowczyk,63 764 
3541,Jordan Thompson,Yan Bai,63 61 
3542,Frances Tiafoe,Zhizhen Zhang,64 64 
3543,Dusan Lajovic,Taro Daniel,61 675 62 
3544,Jeremy Chardy,Thiago Monteiro,6711 63 64 
3545,Vasek Pospisil,Taylor Fritz,63 765 
3546,Malek Jaziri,Mikhail Youzhny,62 64 
3547,Jo-Wilfried Tsonga,Diego Schwartzman,63 75 
3548,Jo-Wilfried Tsonga,Ruben Bemelmans,63 63 
3549,Diego Schwartzman,Stefanos Tsitsipas,63 75 
3550,Stefanos Tsitsipas,David Goffin,26 761 764 
3551,Jo-Wilfried Tsonga,Julien Benneteau,765 62 
3552,Diego Schwartzman,David Ferrer,75 62 
3553,Ruben Bemelmans,Joao Sousa,46 762 64 
3554,David Goffin,Frances Tiafoe,761 62 
3555,Jo-Wilfried Tsonga,Kenny De Schepper,64 63 
3556,Ruben Bemelmans,Nick Kyrgios,673 63 63 
3557,Diego Schwartzman,Ernesto Escobedo,63 765 
3558,David Ferrer,Steve Darcis,75 57 63 
3559,Julien Benneteau,Henri Laaksonen,61 61 
3560,Joao Sousa,Sergiy Stakhovsky,57 64 64 
3561,Stefanos Tsitsipas,Ivo Karlovic,764 56 (RET)
3562,David Ferrer,Stefano Travaglia,46 64 763 
3563,Stefanos Tsitsipas,Pablo Cuevas,61 64 
3564,Joao Sousa,Benoit Paire,64 672 75 
3565,Henri Laaksonen,Alexandr Dolgopolov,62 765 
3566,Ruben Bemelmans,Peter Gojowczyk,46 765 762 
3567,Julien Benneteau,Nikoloz Basilashvili,64 (RET)
3568,Steve Darcis,Cedrik-Marcel Stebe,46 64 10 (RET)
3569,Kenny De Schepper,Aldin Setkic,62 61 
3570,Ernesto Escobedo,Denis Shapovalov,765 64 
3571,Ivo Karlovic,Guido Pella,36 75 7610 
3572,Sergiy Stakhovsky,Jared Donaldson,764 64 
3573,Frances Tiafoe,Florian Mayer,63 64 
3574,Stefano Travaglia,Vasek Pospisil,36 63 64 
3575,Stefanos Tsitsipas,Sebastian Ofner,677 64 64 
3576,Aldin Setkic,Bernard Tomic,763 75 
3577,Kenny De Schepper,Mathias Bourgue,64 64 
3578,Vasek Pospisil,Yannick Maden,36 75 60 
3579,Aldin Setkic,Nicolas Mahut,75 761 
3580,Kenny De Schepper,Quentin Halys,64 62 
3581,Stefanos Tsitsipas,Zizou Bergs,60 63 
3582,Stefano Travaglia,Kimmer Coppejans,46 62 63 
3583,Sebastian Ofner,Ramkumar Ramanathan,75 64 
3584,Bernard Tomic,Gleb Sakharov,64 64 
3585,Mathias Bourgue,Arthur De Greef,764 63 
3586,Damir Dzumhur,Ricardas Berankis,62 16 64 
3587,Ricardas Berankis,Adrian Mannarino,36 64 61 
3588,Damir Dzumhur,Mirza Basic,60 769 
3589,Adrian Mannarino,Dudi Sela,676 61 62 
3590,Damir Dzumhur,Andreas Seppi,46 62 64 
3591,Mirza Basic,Daniil Medvedev,36 64 61 
3592,Ricardas Berankis,Alexander Bublik,75 61 
3593,Daniil Medvedev,Pablo Carreno Busta,63 63 
3594,Alexander Bublik,Albert Ramos-Vinolas,46 75 62 
3595,Adrian Mannarino,Lukas Rosol,63 764 
3596,Andreas Seppi,Philipp Kohlschreiber,674 761 63 
3597,Damir Dzumhur,Yuki Bhambri,46 75 64 
3598,Mirza Basic,Laslo Djere,61 61 
3599,Ricardas Berankis,Filip Krajinovic,36 75 64 
3600,Dudi Sela,Rogerio Dutra Silva,75 61 
3601,Filip Krajinovic,Andrey Rublev,75 766 
3602,Damir Dzumhur,Thomas Fabbiano,63 06 62 
3603,Laslo Djere,Paolo Lorenzi,46 769 64 
3604,Mirza Basic,Blaz Kavcic,36 63 51 (RET)
3605,Ricardas Berankis,Dusan Lajovic,63 762 
3606,Yuki Bhambri,Roman Safiullin,62 64 
3607,Alexander Bublik,Teymuraz Gabashvili,63 64 
3608,Rogerio Dutra Silva,Evgeny Donskoy,63 75 
3609,Daniil Medvedev,Andrey Kuznetsov,64 26 766 
3610,Lukas Rosol,Konstantin Kravchuk,46 63 763 
3611,Dudi Sela,Borna Coric,63 62 
3612,Andreas Seppi,Jiri Vesely,63 41 (RET)
3613,Filip Krajinovic,Uladzimir Ignatik,6710 75 63 
3614,Mirza Basic,Mikhail Kukushkin,764 63 
3615,Lukas Rosol,Alexander Bublik,64 75 
3616,Yuki Bhambri,Alexey Vatutin,75 64 
3617,Filip Krajinovic,Marc Polmans,762 63 
3618,Mikhail Kukushkin,Sanjar Fayziev,46 61 762 
3619,Alexander Bublik,Lloyd Harris,63 64 
3620,Yuki Bhambri,Danilo Petrovic,64 64 
3621,Alexey Vatutin,Denis Matsukevich,26 64 62 
3622,Lukas Rosol,Artem Dubrivnyy,64 64 
3623,Mirza Basic,Ivan Gakhov,64 63 
3624,Uladzimir Ignatik,Vaclav Safranek,64 75 
3625,Juan Martin del Potro,Grigor Dimitrov,64 62 
3626,Grigor Dimitrov,Fabio Fognini,63 762 
3627,Juan Martin del Potro,Fernando Verdasco,674 64 761 
3628,Grigor Dimitrov,Mischa Zverev,63 64 
3629,Fernando Verdasco,Kevin Anderson,761 761 
3630,Fabio Fognini,Jack Sock,673 762 75 
3631,Juan Martin del Potro,Yuichi Sugita,62 766 
3632,Grigor Dimitrov,Jerzy Janowicz,75 765 
3633,Kevin Anderson,Hyeon Chung,63 62 
3634,Jack Sock,Jeremy Chardy,64 64 
3635,Juan Martin del Potro,Jan-Lennard Struff,62 766 
3636,Mischa Zverev,Viktor Troicki,62 63 
3637,Fabio Fognini,Elias Ymer,64 36 767 
3638,Yuichi Sugita,Marcos Baghdatis,63 36 62 
3639,Fernando Verdasco,Jurgen Zopp,64 62 
3640,Mischa Zverev,Mikael Ymer,16 75 64 
3641,Fabio Fognini,Malek Jaziri,75 61 
3642,Yuichi Sugita,Denis Istomin,16 63 764 
3643,Fernando Verdasco,Robin Haase,63 61 
3644,Marcos Baghdatis,Norbert Gombos,63 64 
3645,Jeremy Chardy,Alessandro Giannessi,60 75 
3646,Hyeon Chung,Marton Fucsovics,63 62 
3647,Jerzy Janowicz,Pierre-Hugues Herbert,62 36 63 
3648,Jan-Lennard Struff,Marius Copil,672 64 7612 
3649,Viktor Troicki,Simone Bolelli,63 63 
3650,Elias Ymer,Leonardo Mayer,64 36 75 
3651,Jurgen Zopp,Lukas Lacko,64 671 62 
3652,Marton Fucsovics,Tim Smyczek,64 60 
3653,Lukas Lacko,Zdenek Kolar,675 763 63 
3654,Jerzy Janowicz,Jurgen Zopp,61 673 64 
3655,Simone Bolelli,Illya Marchenko,63 16 762 
3656,Marton Fucsovics,Karl Friberg,60 63 
3657,Lukas Lacko,Viktor Galovic,64 63 
3658,Simone Bolelli,Casper Ruud,64 64 
3659,Jerzy Janowicz,Andrea Arnaboldi,671 75 61 
3660,Illya Marchenko,Stefano Napolitano,61 62 
3661,Zdenek Kolar,Marco Trungelliti,767 36 63 
3662,Jurgen Zopp,Fred Simonsson,64 62 
3663,Tim Smyczek,Stephane Robert,764 16 64 
3664,Roger Federer,Juan Martin del Potro,675 64 63 
3665,Roger Federer,David Goffin,61 62 
3666,Juan Martin del Potro,Marin Cilic,64 64 
3667,Roger Federer,Adrian Mannarino,46 61 63 
3668,Marin Cilic,Marton Fucsovics,763 57 764 
3669,David Goffin,Jack Sock,766 63 
3670,Juan Martin del Potro,Roberto Bautista Agut,62 26 64 
3671,Roger Federer,Benoit Paire,61 63 
3672,Marin Cilic,Borna Coric,63 36 63 
3673,David Goffin,Hyeon Chung,64 61 
3674,Juan Martin del Potro,Julien Benneteau,64 64 
3675,Jack Sock,Robin Haase,64 26 64 
3676,Roberto Bautista Agut,Ryan Harrison,63 761 
3677,Adrian Mannarino,Denis Shapovalov,46 61 62 
3678,Marton Fucsovics,Leonardo Mayer,30 (RET)
3679,Roger Federer,Frances Tiafoe,61 63 
3680,Marin Cilic,Florian Mayer,63 (RET)
3681,David Goffin,Peter Gojowczyk,62 75 
3682,Juan Martin del Potro,Joao Sousa,61 46 61 
3683,Jack Sock,Vasek Pospisil,36 767 75 
3684,Roberto Bautista Agut,Mikhail Kukushkin,60 63 
3685,Adrian Mannarino,Ruben Bemelmans,760 46 61 
3686,Leonardo Mayer,Mischa Zverev,75 75 
3687,Julien Benneteau,Donald Young,64 62 
3688,Hyeon Chung,Paolo Lorenzi,63 61 
3689,Borna Coric,Henri Laaksonen,678 61 63 
3690,Marton Fucsovics,Jared Donaldson,60 61 
3691,Robin Haase,Marco Chiudinelli,62 763 
3692,Ryan Harrison,Alexandr Dolgopolov,64 61 
3693,Benoit Paire,Steve Johnson,63 764 
3694,Denis Shapovalov,Yuichi Sugita,46 62 763 
3695,Marton Fucsovics,Florian Mayer,64 64 
3696,Peter Gojowczyk,Nicolas Mahut,61 63 
3697,Mikhail Kukushkin,Vasek Pospisil,64 64 
3698,Julien Benneteau,Marcel Granollers,64 64 
3699,Marcel Granollers,Denis Istomin,765 61 
3700,Florian Mayer,Ernesto Escobedo,64 75 
3701,Peter Gojowczyk,Paul-Henri Mathieu,673 75 64 
3702,Mikhail Kukushkin,Adrian Bodmer,75 63 
3703,Julien Benneteau,Felix Auger-Aliassime,64 63 
3704,Marton Fucsovics,Franko Skugor,675 64 64 
3705,Vasek Pospisil,Kenny De Schepper,763 64 
3706,Nicolas Mahut,Marc-Andrea Huesler,75 61 
3707,Lucas Pouille,Jo-Wilfried Tsonga,61 64 
3708,Jo-Wilfried Tsonga,Philipp Kohlschreiber,764 75 
3709,Lucas Pouille,Kyle Edmund,677 64 63 
3710,Jo-Wilfried Tsonga,Alexander Zverev,766 62 
3711,Kyle Edmund,Jan-Lennard Struff,62 75 
3712,Philipp Kohlschreiber,Diego Schwartzman,75 766 
3713,Lucas Pouille,Richard Gasquet,765 61 
3714,Alexander Zverev,Gilles Simon,766 64 
3715,Richard Gasquet,Dominic Thiem,46 75 61 
3716,Diego Schwartzman,Pablo Carreno Busta,57 61 61 
3717,Jo-Wilfried Tsonga,Damir Dzumhur,675 767 61 
3718,Kyle Edmund,Dennis Novak,762 675 763 
3719,Philipp Kohlschreiber,Pierre-Hugues Herbert,764 63 
3720,Lucas Pouille,Guillermo Garcia-Lopez,63 768 
3721,Jan-Lennard Struff,Albert Ramos-Vinolas,675 62 761 
3722,Alexander Zverev,Viktor Troicki,63 46 64 
3723,Dominic Thiem,Andrey Rublev,64 63 
3724,Pablo Carreno Busta,Guido Pella,62 767 
3725,Philipp Kohlschreiber,John Isner,766 64 
3726,Albert Ramos-Vinolas,Sam Querrey,36 767 763 
3727,Guillermo Garcia-Lopez,Kevin Anderson,64 64 
3728,Jo-Wilfried Tsonga,Karen Khachanov,672 64 63 
3729,Damir Dzumhur,Ricardas Berankis,64 62 
3730,Kyle Edmund,David Ferrer,62 765 
3731,Richard Gasquet,Feliciano Lopez,62 63 
3732,Pierre-Hugues Herbert,Bernard Tomic,764 75 
3733,Dennis Novak,Thomas Fabbiano,764 75 
3734,Lucas Pouille,Sebastian Ofner,63 64 
3735,Diego Schwartzman,Fabio Fognini,61 26 62 
3736,Gilles Simon,Ernests Gulbis,63 63 
3737,Jan-Lennard Struff,Pablo Cuevas,75 61 
3738,Guido Pella,Lukas Lacko,62 62 
3739,Dennis Novak,Thomas Fabbiano,64 36 63 
3740,Guillermo Garcia-Lopez,Sergiy Stakhovsky,36 63 61 
3741,Pierre-Hugues Herbert,Simone Bolelli,761 62 
3742,Sergiy Stakhovsky,Nikoloz Basilashvili,61 75 
3743,Guido Pella,Elias Ymer,63 57 63 
3744,Simone Bolelli,Dusan Lajovic,63 64 
3745,Thomas Fabbiano,Andreas Haider-Maurer,63 62 
3746,Lukas Lacko,Rogerio Dutra Silva,75 64 
3747,Guillermo Garcia-Lopez,Jerzy Janowicz,767 64 
3748,Pierre-Hugues Herbert,Quentin Halys,62 57 63 
3749,Dennis Novak,Andreas Seppi,64 761 
3750,Jack Sock,Filip Krajinovic,57 64 61 
3751,Filip Krajinovic,John Isner,64 672 765 
3752,Jack Sock,Julien Benneteau,75 62 
3753,Filip Krajinovic,Rafael Nadal,(W/O)
3754,Julien Benneteau,Marin Cilic,765 75 
3755,John Isner,Juan Martin del Potro,64 675 64 
3756,Jack Sock,Fernando Verdasco,673 62 63 
3757,Rafael Nadal,Pablo Cuevas,63 675 63 
3758,Marin Cilic,Roberto Bautista Agut,764 62 
3759,Fernando Verdasco,Dominic Thiem,64 64 
3760,John Isner,Grigor Dimitrov,7610 57 763 
3761,Julien Benneteau,David Goffin,63 63 
3762,Juan Martin del Potro,Robin Haase,75 64 
3763,Jack Sock,Lucas Pouille,766 63 
3764,Filip Krajinovic,Nicolas Mahut,62 36 61 
3765,Rafael Nadal,Hyeon Chung,75 63 
3766,Marin Cilic,Borna Coric,64 63 
3767,Robin Haase,Alexander Zverev,36 62 62 
3768,Dominic Thiem,Peter Gojowczyk,64 673 64 
3769,Grigor Dimitrov,Richard Gasquet,64 64 
3770,David Goffin,Adrian Mannarino,62 26 63 
3771,Nicolas Mahut,Pablo Carreno Busta,64 61 
3772,John Isner,Diego Schwartzman,762 6711 63 
3773,Filip Krajinovic,Sam Querrey,64 64 
3774,Julien Benneteau,Jo-Wilfried Tsonga,26 764 62 
3775,Fernando Verdasco,Kevin Anderson,57 64 75 
3776,Juan Martin del Potro,Joao Sousa,62 62 
3777,Roberto Bautista Agut,Jeremy Chardy,64 61 
3778,Pablo Cuevas,Albert Ramos-Vinolas,675 761 62 
3779,Jack Sock,Kyle Edmund,46 764 765 
3780,Lucas Pouille,Feliciano Lopez,63 64 
3781,Julien Benneteau,Denis Shapovalov,64 64 
3782,Jeremy Chardy,Gilles Simon,63 60 
3783,Hyeon Chung,Mischa Zverev,60 62 
3784,Borna Coric,Jan-Lennard Struff,63 64 
3785,Pablo Cuevas,Karen Khachanov,64 62 
3786,Kyle Edmund,Evgeny Donskoy,57 767 63 
3787,Richard Gasquet,Benoit Paire,63 46 64 
3788,Peter Gojowczyk,Ryan Harrison,765 63 
3789,Robin Haase,Steve Johnson,62 61 
3790,Filip Krajinovic,Yuichi Sugita,64 62 
3791,Feliciano Lopez,Pierre-Hugues Herbert,764 63 
3792,Nicolas Mahut,Vasek Pospisil,57 75 764 
3793,Adrian Mannarino,David Ferrer,62 64 
3794,Diego Schwartzman,Viktor Troicki,63 64 
3795,Joao Sousa,Paolo Lorenzi,64 75 
3796,Fernando Verdasco,Andrey Rublev,761 766 
3797,Jan-Lennard Struff,Peter Gojowczyk,63 764 
3798,Borna Coric,Evgeny Donskoy,62 63 
3799,Joao Sousa,Ugo Humbert,75 64 
3800,Jeremy Chardy,Guillermo Garcia-Lopez,63 64 
3801,Filip Krajinovic,Laslo Djere,57 63 62 
3802,Vasek Pospisil,Paul-Henri Mathieu,63 64 
3803,Guillermo Garcia-Lopez,Jared Donaldson,75 670 64 
3804,Jan-Lennard Struff,Mikhail Kukushkin,765 64 
3805,Vasek Pospisil,Nikoloz Basilashvili,26 63 62 
3806,Borna Coric,Benjamin Bonzi,64 63 
3807,Laslo Djere,Denis Istomin,61 33 (RET)
3808,Joao Sousa,Norbert Gombos,64 63 
3809,Filip Krajinovic,Guido Pella,64 61 
3810,Paul-Henri Mathieu,Daniil Medvedev,64 64 
3811,Peter Gojowczyk,Quentin Halys,64 63 
3812,Jeremy Chardy,Dusan Lajovic,674 62 64 
3813,Ugo Humbert,Thomas Fabbiano,46 63 64 
3814,Evgeny Donskoy,Andreas Seppi,63 62 
3815,Roger                Federer                       ,Alexander            Zverev                        ,766 57 61 
3816,Roger                Federer                       ,Marin                Cilic                         ,675 64 61 
3817,Roger                Federer                       ,Jack                 Sock                          ,64 764 
3818,Alexander            Zverev                        ,Marin                Cilic                         ,64 36 64 
3819,Grigor               Dimitrov                      ,Dominic              Thiem                         ,63 57 75 
3820,Dominic              Thiem                         ,Pablo                Carreno Busta                 ,63 36 64 
3821,Jack                 Sock                          ,Marin                Cilic                         ,57 62 764 
3822,Grigor               Dimitrov                      ,David                Goffin                        ,60 62 
3823,David                Goffin                        ,Rafael               Nadal                         ,765 674 64 
